MetricKey,Metric,Source_Category
24110,Quarter Of Funding Event: guuru ltd. (Private Investment) [ID:5a0375f],Economy
24111,Quarter Of Funding Event: guuru ltd. (Private Investment) [ID:db1d123],Economy
24112,Quarter Of Funding Event: halla (Private Investment) [ID:66ffc3f],Economy
24113,Quarter Of Funding Event: halla (Private Investment) [ID:73c8326],Economy
24114,Quarter Of Funding Event: hcit.ai (Private Investment) [ID:90dffbf],Economy
24115,Quarter Of Funding Event: hearX Group (Private Investment) [ID:000c8a8],Economy
24116,Quarter Of Funding Event: hearX Group (Private Investment) [ID:010ce8e],Economy
24117,Quarter Of Funding Event: hearX Group (Private Investment) [ID:06dccef],Economy
24118,Quarter Of Funding Event: hearX Group (Private Investment) [ID:3463597],Economy
24119,Quarter Of Funding Event: hearX Group (Private Investment) [ID:9f79e8d],Economy
24120,Quarter Of Funding Event: hearX Group (Private Investment) [ID:ccd5d1f],Economy
24121,Quarter Of Funding Event: hearX Group (Private Investment) [ID:ef23319],Economy
24122,Quarter Of Funding Event: hearX Group (Private Investment) [ID:fbce4e9],Economy
24123,"Quarter Of Funding Event: i-plug Co., Ltd. (Private Investment) [ID:078f38c]",Economy
24124,"Quarter Of Funding Event: i-plug Co., Ltd. (Private Investment) [ID:758eae0]",Economy
24125,Quarter Of Funding Event: i2 invest ltd (Private Investment) [ID:599a55e],Economy
24126,Quarter Of Funding Event: i2x GmbH (Private Investment) [ID:63f64aa],Economy
24127,Quarter Of Funding Event: i2x GmbH (Private Investment) [ID:881221],Economy
24128,Quarter Of Funding Event: iATROS GmbH (Private Investment) [ID:ff42454],Economy
24129,"Quarter Of Funding Event: iCAD, Inc. (Private Investment) [ID:b449258]",Economy
24130,Quarter Of Funding Event: iCarbonx (Private Investment) [ID:70fabde],Economy
24131,Quarter Of Funding Event: iCarbonx (Private Investment) [ID:81d1698],Economy
24132,Quarter Of Funding Event: iCetana Limited (Private Investment) [ID:6421c39],Economy
24133,Quarter Of Funding Event: iCetana Limited (Public Offering) [ID:a107a18],Economy
24134,Quarter Of Funding Event: iConTek CORP. (Private Investment) [ID:45cd251],Economy
24135,Quarter Of Funding Event: iGenius Srl (Private Investment) [ID:3cb78d8],Economy
24136,Quarter Of Funding Event: iGenius Srl (Private Investment) [ID:a86c353],Economy
24137,Quarter Of Funding Event: iKala Interactive Media Inc. (Private Investment) [ID:179a172],Economy
24138,Quarter Of Funding Event: iKala Interactive Media Inc. (Private Investment) [ID:8c44b52],Economy
24139,Quarter Of Funding Event: iLoF - Intelligent Lab on Fiber (Private Investment) [ID:c2515ca],Economy
24140,Quarter Of Funding Event: iMerit Technology Services Pvt. Ltd (Private Investment) [ID:fec9a9e],Economy
24141,Quarter Of Funding Event: iMotion Automotive Technology (Suzhou) Co. Ltd. (Private Investment) [ID:9c92166],Economy
24142,Quarter Of Funding Event: iMotion Automotive Technology (Suzhou) Co. Ltd. (Private Investment) [ID:ad94629],Economy
24143,"Quarter Of Funding Event: iQiyi Smart Technology Co., Ltd. (Private Investment) [ID:116798d]",Economy
24144,Quarter Of Funding Event: iRecommend Software LLC (Private Investment) [ID:21f6410],Economy
24145,Quarter Of Funding Event: iRecruit Australia PTY LTD (Private Investment) [ID:ce07b39],Economy
24146,"Quarter Of Funding Event: iRidge, Inc. (Private Investment) [ID:9e6f93b]",Economy
24147,Quarter Of Funding Event: iSIZE Limited (Private Investment) [ID:726d920],Economy
24148,"Quarter Of Funding Event: iSchemaView, Inc. (Private Investment) [ID:cfa5765]",Economy
24149,Quarter Of Funding Event: iSchoolConnect (Private Investment) [ID:295b65d],Economy
24150,Quarter Of Funding Event: iSchoolConnect (Private Investment) [ID:daf0acd],Economy
24151,Quarter Of Funding Event: iUGO Technology (Private Investment) [ID:47c67ce],Economy
24152,Quarter Of Funding Event: iVideoSmart Pte Ltd (Private Investment) [ID:fe8596f],Economy
24153,"Quarter Of Funding Event: iXs Co., Ltd. (Private Investment) [ID:1d4543d]",Economy
24154,Quarter Of Funding Event: ifesca GmbH (Private Investment) [ID:1877898],Economy
24155,Quarter Of Funding Event: iguazio Systems LTD (Private Investment) [ID:5d53c9c],Economy
24156,Quarter Of Funding Event: iguazio Systems LTD (Private Investment) [ID:b860c8c],Economy
24157,Quarter Of Funding Event: imMail (Private Investment) [ID:0c30c76],Economy
24158,Quarter Of Funding Event: imMail (Private Investment) [ID:d44ca2c],Economy
24159,Quarter Of Funding Event: imVision Technologies Ltd. (Private Investment) [ID:3418594],Economy
24160,Quarter Of Funding Event: impress.ai (Private Investment) [ID:64f1bb1],Economy
24161,Quarter Of Funding Event: impress.ai (Private Investment) [ID:6ca4931],Economy
24162,Quarter Of Funding Event: impress.ai (Private Investment) [ID:95acf64],Economy
24163,Quarter Of Funding Event: inFeedo Private Limited (Private Investment) [ID:0a39777],Economy
24164,Quarter Of Funding Event: inFeedo Private Limited (Private Investment) [ID:9182eca],Economy
24165,Quarter Of Funding Event: inFeedo Private Limited (Private Investment) [ID:93d8db3],Economy
24166,"Quarter Of Funding Event: indus.ai, Inc. (Private Investment) [ID:5d8089a]",Economy
24167,"Quarter Of Funding Event: indus.ai, Inc. (Private Investment) [ID:7985a92]",Economy
24168,Quarter Of Funding Event: infibond Ltd. (Private Investment) [ID:a5f1616],Economy
24169,Quarter Of Funding Event: inspectAR Augmented Interfaces Inc. (Merger/Acquisition) [ID:5c94ca2],Economy
24170,Quarter Of Funding Event: inspectAR Augmented Interfaces Inc. (Private Investment) [ID:e298502],Economy
24171,Quarter Of Funding Event: inspir.ai (Private Investment) [ID:890664b],Economy
24172,Quarter Of Funding Event: intelliHR Limited (Private Investment) [ID:3c5500a],Economy
24173,Quarter Of Funding Event: intelliHR Limited (Private Investment) [ID:400aa29],Economy
24174,Quarter Of Funding Event: intelliHR Limited (Private Investment) [ID:8016080],Economy
24175,Quarter Of Funding Event: intelliHR Limited (Private Investment) [ID:89d6377],Economy
24176,Quarter Of Funding Event: intelliHR Limited (Private Investment) [ID:b311b5d],Economy
24177,Quarter Of Funding Event: intelliHR Limited (Public Offering) [ID:2ef5221],Economy
24178,Quarter Of Funding Event: involve.ai (Private Investment) [ID:d0236fc],Economy
24179,Quarter Of Funding Event: involve.ai (Private Investment) [ID:f191b26],Economy
24180,Quarter Of Funding Event: iziwork (Private Investment) [ID:517010c],Economy
24181,Quarter Of Funding Event: iziwork (Private Investment) [ID:55e42c2],Economy
24182,Quarter Of Funding Event: jobpal Ltd. (Merger/Acquisition) [ID:6029608],Economy
24183,Quarter Of Funding Event: jobpal Ltd. (Private Investment) [ID:0dde542],Economy
24184,Quarter Of Funding Event: jobpal Ltd. (Private Investment) [ID:4d78c96],Economy
24185,"Quarter Of Funding Event: justInCase, Inc. (Private Investment) [ID:23c8d63]",Economy
24186,"Quarter Of Funding Event: justInCase, Inc. (Private Investment) [ID:6292c4c]",Economy
24187,"Quarter Of Funding Event: justInCase, Inc. (Private Investment) [ID:662e348]",Economy
24188,"Quarter Of Funding Event: justInCase, Inc. (Private Investment) [ID:a918ff5]",Economy
24189,"Quarter Of Funding Event: kWantera, Inc. (Private Investment) [ID:009dccc]",Economy
24190,"Quarter Of Funding Event: kWantera, Inc. (Private Investment) [ID:6cce0ed]",Economy
24191,Quarter Of Funding Event: limbiq.com (Private Investment) [ID:f701325],Economy
24192,Quarter Of Funding Event: mCloud Technologies Corp. (Private Investment) [ID:0bfcc5b],Economy
24193,Quarter Of Funding Event: mCloud Technologies Corp. (Private Investment) [ID:67776000],Economy
24194,Quarter Of Funding Event: mCloud Technologies Corp. (Private Investment) [ID:68f414e],Economy
24195,Quarter Of Funding Event: mCloud Technologies Corp. (Private Investment) [ID:710e970],Economy
24196,Quarter Of Funding Event: mCloud Technologies Corp. (Private Investment) [ID:8f69695],Economy
24197,Quarter Of Funding Event: mCloud Technologies Corp. (Private Investment) [ID:c969284],Economy
24198,Quarter Of Funding Event: mCloud Technologies Corp. (Private Investment) [ID:dfb8558],Economy
24199,Quarter Of Funding Event: mCloud Technologies Corp. (Private Investment) [ID:e380d04],Economy
24200,Quarter Of Funding Event: mCloud Technologies Corp. (Private Investment) [ID:f1dd633],Economy
24201,Quarter Of Funding Event: maan.ai (Private Investment) [ID:4f21522],Economy
24202,Quarter Of Funding Event: mabl Inc. (Private Investment) [ID:afac584],Economy
24203,Quarter Of Funding Event: mabl Inc. (Private Investment) [ID:afd4413],Economy
24204,Quarter Of Funding Event: mabl Inc. (Private Investment) [ID:c8a77fe],Economy
24205,Quarter Of Funding Event: magicision (Private Investment) [ID:f8421e1],Economy
24206,Quarter Of Funding Event: mai (Markable AI) (Private Investment) [ID:4cb047a],Economy
24207,Quarter Of Funding Event: mai (Markable AI) (Private Investment) [ID:8093e5e],Economy
24208,Quarter Of Funding Event: mai (Markable AI) (Private Investment) [ID:a3e36d4],Economy
24209,"Quarter Of Funding Event: mazrica, Inc. (Private Investment) [ID:24fc137]",Economy
24210,"Quarter Of Funding Event: mazrica, Inc. (Private Investment) [ID:b719bde]",Economy
24211,"Quarter Of Funding Event: mazrica, Inc. (Private Investment) [ID:cd70995]",Economy
24212,"Quarter Of Funding Event: mazrica, Inc. (Private Investment) [ID:f3d2a63]",Economy
24213,Quarter Of Funding Event: meuron Inc (Private Investment) [ID:61c5be4],Economy
24214,Quarter Of Funding Event: micropsi industries GmbH (Private Investment) [ID:19f7fdc],Economy
24215,Quarter Of Funding Event: micropsi industries GmbH (Private Investment) [ID:8b3e155],Economy
24216,Quarter Of Funding Event: micropsi industries GmbH (Private Investment) [ID:9d73d64],Economy
24217,Quarter Of Funding Event: microsurgeonbot Inc. (Private Investment) [ID:7a82028],Economy
24218,"Quarter Of Funding Event: miup, Inc. (Private Investment) [ID:28c0eb5]",Economy
24219,Quarter Of Funding Event: modl.ai ApS (Private Investment) [ID:14c2061],Economy
24220,"Quarter Of Funding Event: moduleQ, Inc. (Private Investment) [ID:3a87d31]",Economy
24221,"Quarter Of Funding Event: moduleQ, Inc. (Private Investment) [ID:8f2f66c]",Economy
24222,"Quarter Of Funding Event: moduleQ, Inc. (Private Investment) [ID:fb3d7dd]",Economy
24223,Quarter Of Funding Event: monoAI technology (Private Investment) [ID:d295d54],Economy
24224,"Quarter Of Funding Event: mtes Neural Networks Co.,Ltd. (Private Investment) [ID:c4a044c]",Economy
24225,"Quarter Of Funding Event: mtes Neural Networks Co.,Ltd. (Private Investment) [ID:d08112d]",Economy
24226,Quarter Of Funding Event: mygroser (Private Investment) [ID:b343dc3],Economy
24227,Quarter Of Funding Event: n-Powered (Private Investment) [ID:32ffb6b],Economy
24228,Quarter Of Funding Event: n-Powered (Private Investment) [ID:5b13dc3],Economy
24229,Quarter Of Funding Event: nGUVU Technologies Inc. (Merger/Acquisition) [ID:0aade7a],Economy
24230,Quarter Of Funding Event: nGUVU Technologies Inc. (Private Investment) [ID:36272b3],Economy
24231,Quarter Of Funding Event: nQ Medical Inc. (Private Investment) [ID:09ecb0b],Economy
24232,"Quarter Of Funding Event: nToggle, Inc. (Merger/Acquisition) [ID:8511cc5]",Economy
24233,"Quarter Of Funding Event: nView medical, Inc. (Private Investment) [ID:30713c5]",Economy
24234,"Quarter Of Funding Event: nView medical, Inc. (Private Investment) [ID:7eb69f5]",Economy
24235,Quarter Of Funding Event: neoX BIOTECH (Private Investment) [ID:cf69c42],Economy
24236,"Quarter Of Funding Event: nference, Inc. (Private Investment) [ID:cc8892a]",Economy
24237,"Quarter Of Funding Event: nference, Inc. (Private Investment) [ID:f82cd6f]",Economy
24238,Quarter Of Funding Event: no new folk studio inc. (Private Investment) [ID:314ed03],Economy
24239,Quarter Of Funding Event: no new folk studio inc. (Private Investment) [ID:e7a1e15],Economy
24240,Quarter Of Funding Event: no new folk studio inc. (Private Investment) [ID:ec2a63e],Economy
24241,Quarter Of Funding Event: oDoc Private Limited (Private Investment) [ID:6ec059e],Economy
24242,Quarter Of Funding Event: oDoc Private Limited (Private Investment) [ID:7e9f4f9],Economy
24243,Quarter Of Funding Event: onTrack (Private Investment) [ID:1644a33],Economy
24244,Quarter Of Funding Event: outsmart.ai GmbH (Private Investment) [ID:1b231bd],Economy
24245,Quarter Of Funding Event: parlamind GmbH (Private Investment) [ID:a5221eb],Economy
24246,Quarter Of Funding Event: pikazo (Private Investment) [ID:8116916],Economy
24247,Quarter Of Funding Event: platform.ai (Private Investment) [ID:9b9c13f],Economy
24248,Quarter Of Funding Event: platform.ai (Private Investment) [ID:a756b01],Economy
24249,Quarter Of Funding Event: platform.ai (Private Investment) [ID:abc8e4e],Economy
24250,Quarter Of Funding Event: proquo ai (Private Investment) [ID:5d749f4],Economy
24251,Quarter Of Funding Event: proquo ai (Private Investment) [ID:71ee9c4],Economy
24252,Quarter Of Funding Event: proquo ai (Private Investment) [ID:74f4b3a],Economy
24253,"Quarter Of Funding Event: pulseData, Inc. (Private Investment) [ID:10e92fd]",Economy
24254,"Quarter Of Funding Event: r4 Technologies, Inc. (Private Investment) [ID:511851a]",Economy
24255,"Quarter Of Funding Event: rMark Bio, Inc. (Private Investment) [ID:79fec85]",Economy
24256,"Quarter Of Funding Event: rMark Bio, Inc. (Private Investment) [ID:94224c6]",Economy
24257,"Quarter Of Funding Event: rMark Bio, Inc. (Private Investment) [ID:a257ed6]",Economy
24258,"Quarter Of Funding Event: rPlanet Earth Los Angeles, LLC (Private Investment) [ID:96b1452]",Economy
24259,Quarter Of Funding Event: raffle.ai ApS (Private Investment) [ID:79da7c0],Economy
24260,Quarter Of Funding Event: reDock Inc. (Private Investment) [ID:a3500e4],Economy
24261,Quarter Of Funding Event: reDock Inc. (Private Investment) [ID:ab6ecb2],Economy
24262,Quarter Of Funding Event: reDock Inc. (Private Investment) [ID:fc7c110],Economy
24263,Quarter Of Funding Event: reMIX Republic (Private Investment) [ID:9ee31c2],Economy
24264,Quarter Of Funding Event: reMIX Republic (Private Investment) [ID:ffa8533],Economy
24265,Quarter Of Funding Event: realXdata GmbH (Private Investment) [ID:1a51195],Economy
24266,Quarter Of Funding Event: realXdata GmbH (Private Investment) [ID:614822],Economy
24267,Quarter Of Funding Event: realXdata GmbH (Private Investment) [ID:82f925d],Economy
24268,"Quarter Of Funding Event: reciTAL, SARL (Private Investment) [ID:d7bec2b]",Economy
24269,Quarter Of Funding Event: regal.tech (Private Investment) [ID:e9f931a],Economy
24270,Quarter Of Funding Event: reinfer Ltd. (Private Investment) [ID:af11c12],Economy
24271,Quarter Of Funding Event: scoutbee GmbH (Private Investment) [ID:7c41e42],Economy
24272,Quarter Of Funding Event: scoutbee GmbH (Private Investment) [ID:83af37f],Economy
24273,Quarter Of Funding Event: scoutbee GmbH (Private Investment) [ID:cdd0214],Economy
24274,Quarter Of Funding Event: scoutbee GmbH (Private Investment) [ID:cfd5616],Economy
24275,Quarter Of Funding Event: scouty Inc. (Private Investment) [ID:8a56295],Economy
24276,Quarter Of Funding Event: scouty Inc. (Private Investment) [ID:dd227df],Economy
24277,Quarter Of Funding Event: sentercare (Private Investment) [ID:4e00502],Economy
24278,"Quarter Of Funding Event: simMachines, Inc. (Private Investment) [ID:cc4c510]",Economy
24279,Quarter Of Funding Event: smaXtec animal care GmbH (Private Investment) [ID:f2e562b],Economy
24280,Quarter Of Funding Event: superQuery (Merger/Acquisition) [ID:675b197],Economy
24281,Quarter Of Funding Event: superQuery (Private Investment) [ID:6e0f1ac],Economy
24282,Quarter Of Funding Event: talpasolutions GmbH (Private Investment) [ID:006ed8d],Economy
24283,Quarter Of Funding Event: taxProper Inc. (Private Investment) [ID:3f38bdb],Economy
24284,Quarter Of Funding Event: taxProper Inc. (Private Investment) [ID:ae26765],Economy
24285,Quarter Of Funding Event: techspert.io Ltd (Private Investment) [ID:30c3034],Economy
24286,Quarter Of Funding Event: techspert.io Ltd (Private Investment) [ID:a704993],Economy
24287,Quarter Of Funding Event: techspert.io Ltd (Private Investment) [ID:de25d44],Economy
24288,Quarter Of Funding Event: temi USA Inc. (Private Investment) [ID:d2e3cd8],Economy
24289,Quarter Of Funding Event: terasumile inc. (Private Investment) [ID:9ca99ec],Economy
24290,Quarter Of Funding Event: test.ai (Private Investment) [ID:54ce9a1],Economy
24291,Quarter Of Funding Event: test.ai (Private Investment) [ID:6e31e6f],Economy
24292,Quarter Of Funding Event: test.ai (Private Investment) [ID:d7e69d4],Economy
24293,"Quarter Of Funding Event: the atta Co., Ltd. (Private Investment) [ID:33c33b7]",Economy
24294,"Quarter Of Funding Event: the atta Co., Ltd. (Private Investment) [ID:ec546c6]",Economy
24295,"Quarter Of Funding Event: tripla, K.K. (Private Investment) [ID:04f595e]",Economy
24296,"Quarter Of Funding Event: tripla, K.K. (Private Investment) [ID:54ea40a]",Economy
24297,"Quarter Of Funding Event: tripla, K.K. (Private Investment) [ID:d12cc0b]",Economy
24298,Quarter Of Funding Event: trueAnthem Inc. (Private Investment) [ID:28b4c82],Economy
24299,Quarter Of Funding Event: trueAnthem Inc. (Private Investment) [ID:72b7491],Economy
24300,Quarter Of Funding Event: trueAnthem Inc. (Private Investment) [ID:85ff1b0],Economy
24301,Quarter Of Funding Event: turicode Inc. (Private Investment) [ID:4013a93],Economy
24302,"Quarter Of Funding Event: twoXAR, Incorporated (Private Investment) [ID:629de21]",Economy
24303,"Quarter Of Funding Event: twoXAR, Incorporated (Private Investment) [ID:814e581]",Economy
